2790,2074877
2800,2074877
2810,2078518
2820,2078518
2830,2082158
2840,2085798
2850,2085798
2860,2089438
2870,2093078
2880,2093078
2890,2096718
2900,2100358
2910,2100358
2920,2103999
2930,2107639
2940,2107639
2950,2111279
2960,2114919
2970,2114919
2980,2118559
2990,2122199
3000,2122199
3010,2125839
3020,2129479
3030,2129479
3040,2133120
3050,2136760
3060,2136760
3070,2140400
3080,2140400
3090,2144040
3100,2147680
3110,2147680
3120,2151320
3130,2154960
3140,2154960
3150,2158601
3160,2162241
3170,2162241
3180,2165881
3190,2169521
3200,2169521
3210,2173161
3220,2176801
3230,2176801
3240,2180441
3250,2184082
3260,2184082
3270,2187722
3280,2191362
3290,2191362
3300,2195002
3310,2198642
3320,2198642
3330,2202282
3340,2202282
3350,2205922
3360,2209562
3370,2209562
3380,2213203
3390,2216843
3400,2216843
3410,2220483
3420,2224123
3430,2224123
3440,2227763
3450,2231403
3460,2231403
3470,2235043
3480,2238684
3490,2238684
3500,2242324
3510,2245964
3520,2245964
3530,2249604
3540,2253244
3550,2253244
3560,2256884
3570,2260524
3580,2260524
3590,2264165
3600,2264165
3610,2267805
3620,2271445
3630,2271445
3640,2275085
3650,2278725
3660,2278725
3670,2282365
3680,2286005
3690,2286005
3700,2289645
3710,2293286
3720,2293286
3730,2296926
3740,2300566
3750,2300566
3760,2304206
3770,2307846
3780,2307846
3790,2311486
3800,2315126
3810,2315126
3820,2318767
3830,2322407
3840,2322407
3850,2326047
3860,2326047
3870,2329687
3880,2333327
3890,2333327
3900,2336967
3910,2340607
3920,2340607
3930,2344248
3940,2347888
3950,2347888
3960,2351528
3970,2355168
3980,2355168
3990,2358808
4000,2362448
4010,2362448
4020,2366088
4030,2369729
4040,2369729
4050,2373369
4060,2377009
4070,2377009
4080,2380649
4090,2384289
4100,2384289
4110,2387929
4120,2387929
4130,2391569
4140,2395209
4150,2395209
4160,2398850
4170,2402490
4180,2402490
4190,2406130
4200,2409770
4210,2409770
4220,2413410
4230,2417050
4240,2417050
4250,2420690
4260,2424331
4270,2424331
4280,2427971
4290,2431611
4300,2431611
4310,2435251
4320,2438891
4330,2438891
4340,2442531
4350,2446171
4360,2446171
4370,2449812
4380,2449812
4390,2453452
4400,2457092
4410,2457092
4420,2460732
4430,2464372
4440,2464372
4450,2468012
4460,2471652
4470,2471652
4480,2475292
4490,2478933
4500,2478933
4510,2482573
4520,2486213
4530,2486213
4540,2489853
4550,2493493
4560,2493493
4570,2497133
4580,2500773
4590,2500773
4600,2504414
4610,2508054
4620,2508054
