0,2200
1,2200
2,2200
3,2200
4,2200
5,2200
6,2200
7,2200
8,2200
9,2200
10,2200
11,2201
12,2200
13,2200
14,2200
15,2200
16,2200
17,2200
18,2200
19,2200
20,2200
21,2200
22,2200
23,2200
24,2200
25,2200
26,2200
27,2200
28,2200
29,2200
30,2200
31,2200
32,2200
33,2200
34,2200
35,2200
36,2200
37,2200
38,2200
39,2200
40,2200
41,2200
42,2200
43,2200
44,2200
45,2200
46,2200
47,2200
48,2200
49,2200
50,2200
51,2200
52,2200
53,2200
54,2200
55,2200
56,2200
57,2200
58,2200
59,2200
60,2200
61,2200
62,2200
63,2200
64,2200
65,2200
66,2200
67,2200
68,2200
69,2200
70,2200
71,2200
72,2200
73,2200
74,2200
75,2200
76,2200
77,2200
78,2200
79,2200
80,2200
81,2200
82,2200
83,2200
84,2200
85,2200
86,2200
87,2200
88,2200
89,2201
90,2200
91,2200
92,2201
93,2207
94,2203
95,2201
96,2208
97,2233
98,2274
99,2327
100,2379
101,2450
102,2497
103,2537
104,2596
105,2651
106,2680
107,2721
108,2753
109,2814
110,2854
111,2870
112,2907
113,2920
114,2972
115,3022
116,3044
117,3070
118,3059
119,3088
120,3089
121,3088
122,3120
123,3143
124,3171
125,3189
126,3212
127,3234
128,3220
129,3203
130,3181
131,3160
132,3141
133,3108
134,3101
135,3048
136,3022
137,2997
138,2964
139,2936
140,2887
141,2827
142,2781
143,2717
144,2632
145,2575
146,2513
147,2459
148,2425
149,2375
150,2328
151,2311
152,2303
153,2274
154,2264
155,2289
156,2328
157,2413
158,2531
159,2649
160,2732
161,2827
162,2920
163,2957
164,3004
165,3052
166,3130
167,3200
168,3234
169,3281
170,3308
171,3339
172,3372
173,3359
174,3363
175,3354
176,3314
177,3302
178,3252
179,3202
180,3139
181,3059
182,2989
183,2877
184,2772
185,2666
186,2553
187,2456
188,2390
189,2335
190,2303
191,2284
192,2270
193,2252
194,2258
195,2253
196,2243
197,2236
198,2222
199,2222
200,2219
201,2217
202,2219
203,2214
204,2217
205,2217
206,2210
207,2212
208,2212
209,2210
210,2208
211,2208
212,2207
213,2208
214,2207
215,2207
216,2208
217,2208
218,2207
219,2208
220,2207
221,2205
222,2207
223,2207
224,2203
225,2207
226,2207
227,2207
228,2207
229,2207
230,2207
231,2205
232,2205
233,2207
234,2205
235,2205
236,2207
237,2205
238,2205
239,2207
240,2207
241,2205
242,2207
243,2203
244,2205
245,2203
246,2201
247,2203
248,2203
249,2205
250,2205
251,2205
252,2203
253,2205
254,2203
255,2205
256,2205
257,2205
258,2207
259,2203
260,2205
261,2203
