0,3300
1,3300
2,3300
3,3300
4,3300
5,3300
6,3300
7,3300
8,3300
9,3301
10,3300
11,3300
12,3300
13,3300
14,3300
15,3300
16,3300
17,3300
18,3300
19,3300
20,3300
21,3300
22,3300
23,3300
24,3300
25,3300
26,3300
27,3300
28,3300
29,3300
30,3300
31,3300
32,3300
33,3300
34,3300
35,3301
36,3300
37,3300
38,3300
39,3300
40,3300
41,3300
42,3300
43,3300
44,3300
45,3300
46,3300
47,3300
48,3300
49,3301
50,3300
51,3300
52,3300
53,3300
54,3300
55,3300
56,3300
57,3300
58,3300
59,3300
60,3300
61,3300
62,3300
63,3300
64,3300
65,3300
66,3301
67,3300
68,3300
69,3300
70,3300
71,3300
72,3300
73,3300
74,3300
75,3300
76,3300
77,3300
78,3300
79,3300
80,3300
81,3300
82,3300
83,3300
84,3300
85,3300
86,3300
87,3300
88,3300
89,3300
90,3300
91,3300
92,3300
93,3300
94,3300
95,3300
96,3300
97,3300
98,3304
99,3324
100,3324
101,3324
102,3326
103,3326
104,3324
105,3326
106,3326
107,3338
108,3346
109,3351
110,3368
111,3368
112,3371
113,3368
114,3371
115,3371
116,3385
117,3377
118,3382
119,3379
120,3360
121,3351
122,3351
123,3357
124,3363
125,3360
126,3374
127,3396
128,3481
129,3533
130,3603
131,3674
132,3751
133,3838
134,3920
135,4025
136,4128
137,4200
138,4294
139,4352
140,4416
141,4492
142,4557
143,4662
144,4726
145,4815
146,4863
147,4923
148,5001
149,5030
150,5102
151,5148
152,5181
153,5186
154,5175
155,5175
156,5140
157,5077
158,5032
159,4968
160,4869
161,4792
162,4696
163,4617
164,4508
165,4405
166,4280
167,4149
168,4042
169,3912
170,3864
171,3826
172,3831
173,3861
174,3912
175,4017
176,4128
177,4235
178,4368
179,4499
180,4613
181,4734
182,4839
183,4970
184,5055
185,5135
186,5197
187,5227
188,5273
189,5289
190,5309
191,5296
192,5268
193,5227
194,5146
195,5070
196,4992
197,4909
198,4803
199,4684
200,4589
201,4490
202,4391
203,4340
204,4275
205,4214
206,4152
207,4081
208,4040
209,4005
210,3960
211,3930
212,3872
213,3867
214,3823
215,3805
216,3782
217,3753
218,3735
219,3722
220,3722
221,3714
222,3696
223,3698
224,3682
225,3696
226,3698
227,3682
228,3696
229,3701
230,3696
231,3696
232,3682
233,3698
234,3688
235,3703
236,3703
237,3690
238,3693
239,3682
240,3685
241,3685
242,3690
243,3690
244,3677
245,3685
246,3688
247,3680
248,3693
249,3682
250,3701
251,3696
252,3685
253,3698
254,3701
255,3701
256,3714
257,3698
258,3709
259,3698
260,3714
261,3711
262,3701
263,3717
264,3709
265,3735
266,3751
267,3769
268,3787
269,3797
270,3851
271,3879
272,3900
273,3955
274,3990
275,4047
276,4103
277,4142
278,4204
279,4238
280,4275
281,4327
282,4361
283,4423
284,4452
285,4512
286,4537
287,4589
288,4622
289,4635
290,4677
291,4711
292,4728
293,4792
294,4811
295,4859
296,4903
297,4913
298,4923
299,4939
300,4903
301,4843
302,4747
303,4652
304,4517
305,4393
306,4226
307,4091
308,3968
309,3841
310,3732
311,3651
312,3587
313,3424
314,3365
315,3368
316,3360
317,3340
318,3332
319,3349
320,3343
321,3346
322,3332
323,3346
324,3343
325,3338
326,3338
327,3332
328,3338
329,3326
330,3340
331,3340
332,3324
333,3338
334,3324
335,3335
336,3338
337,3338
338,3335
339,3324
340,3335
341,3335
342,3321
343,3332
344,3332
345,3329
346,3321
347,3312
348,3321
349,3310
350,3321
351,3324
352,3312
353,3324
354,3312
355,3326
356,3326
357,3324
358,3326
359,3312
360,3326
361,3326
362,3312
363,3324
